Export;EXP-2023-01 (20230706 14:53);;;StationsCode;NL10131;NL10444;NL10538;NL10633;NL10738
Periode;20180101 00:00 - 20190101 00:00;;;BeheerderMeetStation;RIVM;RIVM;RIVM;RIVM;RIVM
Bron;https://data.rivm.nl/data/luchtmeetnet;;;StationsNaam;Vredepeel-Vredeweg;De Zilk-Vogelaarsdreef;Wieringerwerf-Medemblikkerweg;Zegveld-Oude Meije;Wekerom-Riemterdijk
Beschrijving data;https://data.rivm.nl/data/luchtmeetnet/readme.pdf;;;Latitude,Longitude;(51.54052,5.85307);(52.296556,4.510817);(52.803657,5.050509);(52.13795,4.83819);(52.111621,5.708419)
Accreditatienummer;https://www.rva.nl/alle-geaccrediteerden/;;;StationsGebied;regionaal;regionaal;regionaal;regionaal;regionaal
;;;;StationsType;achtergrond;achtergrond;achtergrond;achtergrond;achtergrond
;;;;Meetprincipe;Differentiële optische absorptiespectroscopie (DOAS);Differentiële optische absorptiespectroscopie (DOAS);Differentiële optische absorptiespectroscopie (DOAS);Differentiële optische absorptiespectroscopie (DOAS);Differentiële optische absorptiespectroscopie (DOAS)
;;;;Meetopstelling;miniDOAS;miniDOAS;miniDOAS;miniDOAS;miniDOAS
;;;;Accreditatienummer;nvt;nvt;nvt;nvt;nvt
Component;Bep.periode;Eenheid; Begindatumtijd;Einddatumtijd;NL10131;NL10444;NL10538;NL10633;NL10738
NH3;uur;µg/m³;20180803 08:00;20180803 09:00;44.483;8.306;;16.326;22.649
NH3;uur;µg/m³;20180803 09:00;20180803 10:00;33.176;6.812;14.093;15.037;17.705
NH3;uur;µg/m³;20180803 10:00;20180803 11:00;26.913;6.095;10.095;13.645;20.072
NH3;uur;µg/m³;20180803 11:00;20180803 12:00;24.536;5.439;14.622;15.204;22.074
NH3;uur;µg/m³;20180803 12:00;20180803 13:00;23.827;5.039;10.338;14.307;26.044
NH3;uur;µg/m³;20180803 13:00;20180803 14:00;22.345;4.341;6.635;13.486;27.471
NH3;uur;µg/m³;20180803 14:00;20180803 15:00;23.109;3.458;5.13;15.251;27.45
NH3;uur;µg/m³;20180803 15:00;20180803 16:00;25.282;2.608;4.332;17.312;28.682
NH3;uur;µg/m³;20180803 16:00;20180803 17:00;21.416;1.359;4.306;14.59;28.195
NH3;uur;µg/m³;20180803 17:00;20180803 18:00;22.97;1.683;4.48;12.645;20.005
NH3;uur;µg/m³;20180803 18:00;20180803 19:00;38.753;2.072;4.389;9.702;20.011
NH3;uur;µg/m³;20180803 19:00;20180803 20:00;45.661;2.766;5.416;8.362;24.377
NH3;uur;µg/m³;20180803 20:00;20180803 21:00;67.529;2.512;6.94;12.912;33.608
NH3;uur;µg/m³;20180803 21:00;20180803 22:00;43.812;1.797;5.854;23.382;46.704
NH3;uur;µg/m³;20180803 22:00;20180803 23:00;59.209;2.557;7.221;31.67;71.365
NH3;uur;µg/m³;20180803 23:00;20180804 00:00;60.859;3.569;13.404;11.465;35.085
NH3;uur;µg/m³;20180804 00:00;20180804 01:00;76.879;4.691;34.466;16.548;34.678
NH3;uur;µg/m³;20180804 01:00;20180804 02:00;40.662;4.502;18.508;18.824;56.242
NH3;uur;µg/m³;20180804 02:00;20180804 03:00;45.909;3.072;25.432;21.946;62.232
NH3;uur;µg/m³;20180804 03:00;20180804 04:00;45.932;;16.557;53.321;89.383
NH3;uur;µg/m³;20180804 04:00;20180804 05:00;66.804;;18.928;19.159;69.25
NH3;uur;µg/m³;20180804 05:00;20180804 06:00;47.659;;;34.876;120.014
NH3;uur;µg/m³;20180804 06:00;20180804 07:00;42.898;;6.871;20.031;87.389
NH3;uur;µg/m³;20180804 07:00;20180804 08:00;40.124;2.303;4.869;15.422;30.894
NH3;uur;µg/m³;20180804 08:00;20180804 09:00;37.452;2.982;4.585;16.139;20.371
NH3;uur;µg/m³;20180804 09:00;20180804 10:00;22.867;2.994;3.901;11.986;15.765
NH3;uur;µg/m³;20180804 10:00;20180804 11:00;17.396;2.16;4.967;10.513;20.574
NH3;uur;µg/m³;20180804 11:00;20180804 12:00;16.787;2.475;7.389;8.947;17.266
NH3;uur;µg/m³;20180804 12:00;20180804 13:00;17.616;2.847;8.987;8.092;22.136
NH3;uur;µg/m³;20180804 13:00;20180804 14:00;12.876;2.112;16.235;7.885;18.848
NH3;uur;µg/m³;20180804 14:00;20180804 15:00;16.089;2.063;12.699;7.08;20.62
NH3;uur;µg/m³;20180804 15:00;20180804 16:00;17.865;1.678;20.754;5.667;21.546
NH3;uur;µg/m³;20180804 16:00;20180804 17:00;15.954;1.559;21.565;4.757;20.461
NH3;uur;µg/m³;20180804 17:00;20180804 18:00;13.861;1.362;12.465;3.902;20.916
NH3;uur;µg/m³;20180804 18:00;20180804 19:00;18.709;1.399;11.342;3.646;22.046
NH3;uur;µg/m³;20180804 19:00;20180804 20:00;28.946;1.491;19.559;3.341;24.087
NH3;uur;µg/m³;20180804 20:00;20180804 21:00;13.525;1.422;10.465;3.689;43.305
NH3;uur;µg/m³;20180804 21:00;20180804 22:00;12.069;1.35;3.512;4.063;49.631
NH3;uur;µg/m³;20180804 22:00;20180804 23:00;11.779;1.215;4.165;4.425;57.087
NH3;uur;µg/m³;20180804 23:00;20180805 00:00;14.805;1.12;4.636;4.35;80.305
NH3;uur;µg/m³;20180805 00:00;20180805 01:00;15.768;1.018;3.503;5.254;68.605
NH3;uur;µg/m³;20180805 01:00;20180805 02:00;15.218;1.025;2.781;5.013;53.225
NH3;uur;µg/m³;20180805 02:00;20180805 03:00;23.881;1.24;3.663;5.184;23.317
NH3;uur;µg/m³;20180805 03:00;20180805 04:00;20.491;1.128;48.716;5.798;30.319
NH3;uur;µg/m³;20180805 04:00;20180805 05:00;51.498;;121.836;5.712;31.05
NH3;uur;µg/m³;20180805 05:00;20180805 06:00;30.602;;120.078;12.275;39.426
NH3;uur;µg/m³;20180805 06:00;20180805 07:00;22.497;1.314;40.723;12.337;25.596
NH3;uur;µg/m³;20180805 07:00;20180805 08:00;18.061;1.318;11.085;17.476;20.224
NH3;uur;µg/m³;20180805 08:00;20180805 09:00;16.564;1.212;1.62;10.559;11.435
NH3;uur;µg/m³;20180805 09:00;20180805 10:00;10.656;1.148;2.191;6.888;10.22
NH3;uur;µg/m³;20180805 10:00;20180805 11:00;9.949;1.36;1.878;7.151;10.863
NH3;uur;µg/m³;20180805 11:00;20180805 12:00;9.904;1.604;2.919;6.649;10.395
NH3;uur;µg/m³;20180805 12:00;20180805 13:00;11.181;1.875;6.48;6.42;12.165
NH3;uur;µg/m³;20180805 13:00;20180805 14:00;11.371;1.845;6.816;7.044;10.745
NH3;uur;µg/m³;20180805 14:00;20180805 15:00;10.707;1.556;7.77;7.052;13.796
NH3;uur;µg/m³;20180805 15:00;20180805 16:00;10.68;1.324;5.901;7.193;13.287
NH3;uur;µg/m³;20180805 16:00;20180805 17:00;12.281;1.371;2.671;6.24;11.624
NH3;uur;µg/m³;20180805 17:00;20180805 18:00;16.596;1.498;4.059;5.652;10.387
NH3;uur;µg/m³;20180805 18:00;20180805 19:00;18.985;1.558;4.039;4.907;11.578
NH3;uur;µg/m³;20180805 19:00;20180805 20:00;20.557;2.001;4.869;5.726;13.636
NH3;uur;µg/m³;20180805 20:00;20180805 21:00;36.861;2.015;7.348;5.412;15.523
NH3;uur;µg/m³;20180805 21:00;20180805 22:00;31.613;2.031;11.27;6.15;26.231
NH3;uur;µg/m³;20180805 22:00;20180805 23:00;27.963;1.992;19.649;10.755;23.461
NH3;uur;µg/m³;20180805 23:00;20180806 00:00;21.457;1.558;13.761;12.476;17.558
NH3;uur;µg/m³;20180806 00:00;20180806 01:00;25.988;2.369;14.1;14.801;22.965
NH3;uur;µg/m³;20180806 01:00;20180806 02:00;30.397;4.296;11.401;11.801;31.253
NH3;uur;µg/m³;20180806 02:00;20180806 03:00;44.906;4.096;8.321;9.333;22.469
NH3;uur;µg/m³;20180806 03:00;20180806 04:00;49.009;5.077;7.68;10.76;19.949
NH3;uur;µg/m³;20180806 04:00;20180806 05:00;43.533;6.937;7.714;13.676;29.345
NH3;uur;µg/m³;20180806 05:00;20180806 06:00;32.104;6.974;6.78;19.681;34.048
NH3;uur;µg/m³;20180806 06:00;20180806 07:00;43.404;6.515;8.632;21.55;51.577
NH3;uur;µg/m³;20180806 07:00;20180806 08:00;26.192;11.11;8.787;17.041;28.336
NH3;uur;µg/m³;20180806 08:00;20180806 09:00;19.453;31.033;9.282;15.738;16.531
NH3;uur;µg/m³;20180806 09:00;20180806 10:00;18.707;16.894;8.817;15.524;13.243
NH3;uur;µg/m³;20180806 10:00;20180806 11:00;18.598;9.989;7.78;11.934;11.521
NH3;uur;µg/m³;20180806 11:00;20180806 12:00;14.849;8.442;7.263;10.114;11.269
NH3;uur;µg/m³;20180806 12:00;20180806 13:00;14.475;6.916;7.285;9.621;10.899
NH3;uur;µg/m³;20180806 13:00;20180806 14:00;14.545;5.452;13.098;10.123;11.645
NH3;uur;µg/m³;20180806 14:00;20180806 15:00;15.166;5.231;11.717;10.544;12.586
NH3;uur;µg/m³;20180806 15:00;20180806 16:00;14.023;5.619;22.816;8.881;12.786
NH3;uur;µg/m³;20180806 16:00;20180806 17:00;11.896;5.388;8.755;9.32;16.866
NH3;uur;µg/m³;20180806 17:00;20180806 18:00;13.816;3.73;9.92;9.935;21.558
NH3;uur;µg/m³;20180806 18:00;20180806 19:00;15.402;3.777;6.241;8.401;24.301
NH3;uur;µg/m³;20180806 19:00;20180806 20:00;60.252;3.749;7.063;12.959;28.786
NH3;uur;µg/m³;20180806 20:00;20180806 21:00;54.106;3.351;7.503;22.306;46.987
NH3;uur;µg/m³;20180806 21:00;20180806 22:00;30.385;2.941;9.257;16.314;110.931
NH3;uur;µg/m³;20180806 22:00;20180806 23:00;40.384;2.567;10.814;11.478;93.565
NH3;uur;µg/m³;20180806 23:00;20180807 00:00;61.611;1.939;14.883;13.885;47.676
NH3;uur;µg/m³;20180807 00:00;20180807 01:00;101.658;;11.978;;46.549
NH3;uur;µg/m³;20180807 01:00;20180807 02:00;61.385;;12.18;;57.68
NH3;uur;µg/m³;20180807 02:00;20180807 03:00;112.113;;13.615;;68.642
NH3;uur;µg/m³;20180807 03:00;20180807 04:00;99.368;;13.538;;92.096
NH3;uur;µg/m³;20180807 04:00;20180807 05:00;97.803;;16.977;;72.094
NH3;uur;µg/m³;20180807 05:00;20180807 06:00;82.825;;16.042;;71.55
NH3;uur;µg/m³;20180807 06:00;20180807 07:00;114.69;;19.12;;106.669
NH3;uur;µg/m³;20180807 07:00;20180807 08:00;186.835;7.626;17.393;;79.705
NH3;uur;µg/m³;20180807 08:00;20180807 09:00;74.312;11.109;14.896;27.133;39.573
NH3;uur;µg/m³;20180807 09:00;20180807 10:00;50.306;17.58;13.578;26.271;20.14
NH3;uur;µg/m³;20180807 10:00;20180807 11:00;38.419;18.597;14.48;21.219;13.958
NH3;uur;µg/m³;20180807 11:00;20180807 12:00;32.188;13.665;15.976;17.371;14.947
NH3;uur;µg/m³;20180807 12:00;20180807 13:00;19.202;11.707;17.307;15.814;12.465
NH3;uur;µg/m³;20180807 13:00;20180807 14:00;19.324;10.113;14.024;14.371;12.843
NH3;uur;µg/m³;20180807 14:00;20180807 15:00;16.225;8.412;14.866;13.022;13.176
NH3;uur;µg/m³;20180807 15:00;20180807 16:00;15.091;9.191;16.027;11.859;14.431
NH3;uur;µg/m³;20180807 16:00;20180807 17:00;12.457;10.375;14.788;13.463;17.954
NH3;uur;µg/m³;20180807 17:00;20180807 18:00;14.484;11.93;18.857;15.585;20.516
NH3;uur;µg/m³;20180807 18:00;20180807 19:00;35.027;11.658;16.806;19.094;43.111
NH3;uur;µg/m³;20180807 19:00;20180807 20:00;48.48;12.947;16.519;21.097;47.353
NH3;uur;µg/m³;20180807 20:00;20180807 21:00;59.393;11.899;20.487;27.056;60.083
NH3;uur;µg/m³;20180807 21:00;20180807 22:00;32.213;9.238;23.788;38.526;47.317
NH3;uur;µg/m³;20180807 22:00;20180807 23:00;26.239;6.335;21.63;35.43;47.939
NH3;uur;µg/m³;20180807 23:00;20180808 00:00;25.719;2.738;15.951;13.559;35.776
NH3;uur;µg/m³;20180808 00:00;20180808 01:00;29.649;3.672;10.923;10.35;31.627
NH3;uur;µg/m³;20180808 01:00;20180808 02:00;24.819;;16.349;15.492;29.829
NH3;uur;µg/m³;20180808 02:00;20180808 03:00;24.365;4.73;18.281;17.425;34.543
NH3;uur;µg/m³;20180808 03:00;20180808 04:00;26.954;5.317;12.529;18.996;24.811
NH3;uur;µg/m³;20180808 04:00;20180808 05:00;27.018;;;23.47;19.665
NH3;uur;µg/m³;20180808 05:00;20180808 06:00;19.667;9.526;13.58;21.728;19.464
NH3;uur;µg/m³;20180808 06:00;20180808 07:00;15.36;10.011;15.667;19.949;24.136
NH3;uur;µg/m³;20180808 07:00;20180808 08:00;16.265;11.138;16.158;20.138;20.581
NH3;uur;µg/m³;20180808 08:00;20180808 09:00;12.773;4.674;17.563;19.182;16.099
NH3;uur;µg/m³;20180808 09:00;20180808 10:00;11.515;4.877;11.442;15.425;16.811
NH3;uur;µg/m³;20180808 10:00;20180808 11:00;12.662;3.918;9.673;14.047;19.399
NH3;uur;µg/m³;20180808 11:00;20180808 12:00;11.63;2.748;6.62;14.171;17.999
NH3;uur;µg/m³;20180808 12:00;20180808 13:00;10.299;2.592;6.966;12.056;15.907
NH3;uur;µg/m³;20180808 13:00;20180808 14:00;10.318;2.404;7.352;12.271;14.782
NH3;uur;µg/m³;20180808 14:00;20180808 15:00;9.687;2.904;6.614;12.214;17.103
NH3;uur;µg/m³;20180808 15:00;20180808 16:00;10.528;2.786;6.658;11.75;19.415
NH3;uur;µg/m³;20180808 16:00;20180808 17:00;8.736;2.839;6.541;11.34;18.795
NH3;uur;µg/m³;20180808 17:00;20180808 18:00;7.817;2.681;7.597;9.878;17.719
NH3;uur;µg/m³;20180808 18:00;20180808 19:00;10.194;2.546;8.901;8.99;16.704
NH3;uur;µg/m³;20180808 19:00;20180808 20:00;18.46;2.746;14.634;8.947;15.051
NH3;uur;µg/m³;20180808 20:00;20180808 21:00;30.668;2.633;14.712;13.122;17.163
NH3;uur;µg/m³;20180808 21:00;20180808 22:00;20.4;2.849;17.794;27.891;20.023
NH3;uur;µg/m³;20180808 22:00;20180808 23:00;11.824;2.059;12.614;76.724;27.121
NH3;uur;µg/m³;20180808 23:00;20180809 00:00;11.812;;11.165;37.856;39.236
NH3;uur;µg/m³;20180809 00:00;20180809 01:00;11.942;;12.392;36.159;35.714
NH3;uur;µg/m³;20180809 01:00;20180809 02:00;11.501;;10.869;33.639;31.769
NH3;uur;µg/m³;20180809 02:00;20180809 03:00;14.027;;10.298;38.505;33.804
NH3;uur;µg/m³;20180809 03:00;20180809 04:00;28.806;;11.347;45.677;37.51
NH3;uur;µg/m³;20180809 04:00;20180809 05:00;40.692;;15.71;34.837;34.464
NH3;uur;µg/m³;20180809 05:00;20180809 06:00;29.191;;11.867;35.138;40.807
NH3;uur;µg/m³;20180809 06:00;20180809 07:00;17.876;13.334;12.522;40.861;53.443
NH3;uur;µg/m³;20180809 07:00;20180809 08:00;29.37;15.672;12.826;38.657;40.501
NH3;uur;µg/m³;20180809 08:00;20180809 09:00;27.64;19.749;13.185;29.864;22.663
NH3;uur;µg/m³;20180809 09:00;20180809 10:00;20.661;19.244;13.606;24.157;17.4
NH3;uur;µg/m³;20180809 10:00;20180809 11:00;13.979;13.022;11.957;21.688;19.412
NH3;uur;µg/m³;20180809 11:00;20180809 12:00;26.219;10.483;12.958;25.926;24.172
NH3;uur;µg/m³;20180809 12:00;20180809 13:00;27.474;11.224;13.928;30.725;20.367
NH3;uur;µg/m³;20180809 13:00;20180809 14:00;21.092;8.955;14.889;38.056;15.954
NH3;uur;µg/m³;20180809 14:00;20180809 15:00;26.619;;18.146;35.191;
NH3;uur;µg/m³;20180809 15:00;20180809 16:00;23.649;;17.331;28.555;21.265
NH3;uur;µg/m³;20180809 16:00;20180809 17:00;21.131;;16.602;32.393;
NH3;uur;µg/m³;20180809 17:00;20180809 18:00;;8.137;13.214;24.581;22.693
NH3;uur;µg/m³;20180809 18:00;20180809 19:00;;11.193;9.453;29.342;18.951
NH3;uur;µg/m³;20180809 19:00;20180809 20:00;8.269;;11.363;21.489;14.195
NH3;uur;µg/m³;20180809 20:00;20180809 21:00;8.751;;;12.396;14.188
NH3;uur;µg/m³;20180809 21:00;20180809 22:00;;1.645;;;12.579
NH3;uur;µg/m³;20180809 22:00;20180809 23:00;;1.243;;;10.157
NH3;uur;µg/m³;20180809 23:00;20180810 00:00;6.652;1.254;;6.075;7.413
NH3;uur;µg/m³;20180810 00:00;20180810 01:00;6.745;1.259;;7.226;9.841
NH3;uur;µg/m³;20180810 01:00;20180810 02:00;6.405;1.154;;4.97;9.933
NH3;uur;µg/m³;20180810 02:00;20180810 03:00;6.086;1.174;;7.813;8.889
NH3;uur;µg/m³;20180810 03:00;20180810 04:00;6.294;1.319;4.935;9.415;9.775
NH3;uur;µg/m³;20180810 04:00;20180810 05:00;8.735;2.586;6.008;12.852;10.136
NH3;uur;µg/m³;20180810 05:00;20180810 06:00;10.355;3.541;8.14;16.901;11.38
NH3;uur;µg/m³;20180810 06:00;20180810 07:00;10.18;4.546;9.428;15.741;11.997
NH3;uur;µg/m³;20180810 07:00;20180810 08:00;11.193;6.353;9.999;17.468;12.1
NH3;uur;µg/m³;20180810 08:00;20180810 09:00;9.278;5.788;9.34;16.205;12.74
NH3;uur;µg/m³;20180810 09:00;20180810 10:00;7.422;4.394;8.797;11.163;14.493
NH3;uur;µg/m³;20180810 10:00;20180810 11:00;5.22;4.431;7.967;12.79;13.253
NH3;uur;µg/m³;20180810 11:00;20180810 12:00;6.339;3.024;8.268;12.268;13.188
NH3;uur;µg/m³;20180810 12:00;20180810 13:00;7.17;2.262;4.932;12.52;13.826
NH3;uur;µg/m³;20180810 13:00;20180810 14:00;6.817;1.814;7.047;14.36;12.399
NH3;uur;µg/m³;20180810 14:00;20180810 15:00;6.679;2.672;8.769;18.279;11.235
NH3;uur;µg/m³;20180810 15:00;20180810 16:00;7.59;3.961;8.251;18.419;14.529
NH3;uur;µg/m³;20180810 16:00;20180810 17:00;7.843;4.192;7.298;16.841;13.804
NH3;uur;µg/m³;20180810 17:00;20180810 18:00;8.868;8.101;14.183;19.166;14.626
NH3;uur;µg/m³;20180810 18:00;20180810 19:00;9.307;5.75;11.203;19.037;18.566
NH3;uur;µg/m³;20180810 19:00;20180810 20:00;12.605;1.764;;14.326;18.436
NH3;uur;µg/m³;20180810 20:00;20180810 21:00;16.782;1.947;;8.257;18.21
NH3;uur;µg/m³;20180810 21:00;20180810 22:00;14.126;1.341;2.101;8.209;18.695
NH3;uur;µg/m³;20180810 22:00;20180810 23:00;18.14;1.1;3.942;4.076;13.197
NH3;uur;µg/m³;20180810 23:00;20180811 00:00;15.028;1.482;5.307;4.923;
NH3;uur;µg/m³;20180811 00:00;20180811 01:00;12.658;1.641;6.93;4.32;7.348
NH3;uur;µg/m³;20180811 01:00;20180811 02:00;4.84;1.349;6.954;4.805;8.315
NH3;uur;µg/m³;20180811 02:00;20180811 03:00;6.079;1.427;7.358;6.134;8.573
NH3;uur;µg/m³;20180811 03:00;20180811 04:00;6.311;1.502;6.48;4.78;10.009
NH3;uur;µg/m³;20180811 04:00;20180811 05:00;6.247;1.804;3.984;4.955;10.783
NH3;uur;µg/m³;20180811 05:00;20180811 06:00;5.958;1.704;5.075;4.921;10.737
NH3;uur;µg/m³;20180811 06:00;20180811 07:00;6.955;1.462;6.079;7.139;11
NH3;uur;µg/m³;20180811 07:00;20180811 08:00;7.638;1.547;3.469;9.165;15.268
NH3;uur;µg/m³;20180811 08:00;20180811 09:00;8.096;1.514;3.636;8.72;12.946
NH3;uur;µg/m³;20180811 09:00;20180811 10:00;9.554;1.246;2.334;6.23;12.108
NH3;uur;µg/m³;20180811 10:00;20180811 11:00;10.725;1.031;2.947;6.358;11.887
NH3;uur;µg/m³;20180811 11:00;20180811 12:00;13.263;0.979;3.203;6.262;13.749
NH3;uur;µg/m³;20180811 12:00;20180811 13:00;12.902;0.922;2.497;6.09;14.601
NH3;uur;µg/m³;20180811 13:00;20180811 14:00;10.681;1.024;2.518;6.292;17.07
NH3;uur;µg/m³;20180811 14:00;20180811 15:00;10.354;0.962;2.754;5.829;15.955
NH3;uur;µg/m³;20180811 15:00;20180811 16:00;12.85;0.908;3.067;5.572;16.231
NH3;uur;µg/m³;20180811 16:00;20180811 17:00;13.327;0.809;4.031;4.99;14.67
NH3;uur;µg/m³;20180811 17:00;20180811 18:00;13.771;0.96;3.864;4.712;12.395
NH3;uur;µg/m³;20180811 18:00;20180811 19:00;14.77;1.162;3.405;4.785;15.504
NH3;uur;µg/m³;20180811 19:00;20180811 20:00;13.109;1.962;3.564;5.828;15.333
NH3;uur;µg/m³;20180811 20:00;20180811 21:00;12.66;1.134;5.502;10.567;27.18
NH3;uur;µg/m³;20180811 21:00;20180811 22:00;14.402;0.983;7.476;20.566;43.104
NH3;uur;µg/m³;20180811 22:00;20180811 23:00;14.137;1.095;8.977;27.192;33.262
NH3;uur;µg/m³;20180811 23:00;20180812 00:00;10.791;4.035;9.701;20.504;26.002
NH3;uur;µg/m³;20180812 00:00;20180812 01:00;35.152;5.682;10.814;20.032;23.82
NH3;uur;µg/m³;20180812 01:00;20180812 02:00;54.011;9.912;8.189;19.788;30.381
NH3;uur;µg/m³;20180812 02:00;20180812 03:00;44.193;11.075;8.874;21.296;38.264
NH3;uur;µg/m³;20180812 03:00;20180812 04:00;32.788;11.319;9.726;19.424;27.017
NH3;uur;µg/m³;20180812 04:00;20180812 05:00;36.1;11.108;10.183;20.759;21.859
NH3;uur;µg/m³;20180812 05:00;20180812 06:00;30.381;11.426;11.606;23.324;22.463
NH3;uur;µg/m³;20180812 06:00;20180812 07:00;26.134;14.697;10.448;25.159;25.618
NH3;uur;µg/m³;20180812 07:00;20180812 08:00;30.316;16.089;9.243;20.465;26.539
NH3;uur;µg/m³;20180812 08:00;20180812 09:00;30.371;12.259;12.728;21.436;21.612
NH3;uur;µg/m³;20180812 09:00;20180812 10:00;29.415;8.517;13.884;19.871;17.972
NH3;uur;µg/m³;20180812 10:00;20180812 11:00;20.12;7.751;10.569;17.321;18.001
NH3;uur;µg/m³;20180812 11:00;20180812 12:00;11.321;7.546;9.895;13.697;18.3
NH3;uur;µg/m³;20180812 12:00;20180812 13:00;10.542;7.325;8.197;11.739;19.106
NH3;uur;µg/m³;20180812 13:00;20180812 14:00;9.98;6.811;6.545;10.391;15.431
NH3;uur;µg/m³;20180812 14:00;20180812 15:00;9.547;6.751;6.164;9.301;15.063
NH3;uur;µg/m³;20180812 15:00;20180812 16:00;9.75;6.391;6.158;10.151;14.834
NH3;uur;µg/m³;20180812 16:00;20180812 17:00;9.205;6.417;10.67;11.119;14.054
NH3;uur;µg/m³;20180812 17:00;20180812 18:00;8.835;5.969;22.015;12.388;13.698
NH3;uur;µg/m³;20180812 18:00;20180812 19:00;11.728;6.025;17.026;13.767;20.417
NH3;uur;µg/m³;20180812 19:00;20180812 20:00;20.384;5.247;18.52;26.264;26.121
NH3;uur;µg/m³;20180812 20:00;20180812 21:00;36.229;4.537;18.952;41.692;28.674
NH3;uur;µg/m³;20180812 21:00;20180812 22:00;58.138;4.601;11.645;31.201;61.329
NH3;uur;µg/m³;20180812 22:00;20180812 23:00;64.858;4.372;14.129;31.595;51.358
NH3;uur;µg/m³;20180812 23:00;20180813 00:00;59.269;4.27;17.111;27.581;39.715
NH3;uur;µg/m³;20180813 00:00;20180813 01:00;49.833;4.777;19.501;43.995;28.987
NH3;uur;µg/m³;20180813 01:00;20180813 02:00;46.393;3.809;11.719;21.426;38.665
NH3;uur;µg/m³;20180813 02:00;20180813 03:00;44.955;4.733;12.198;47.608;55.381
NH3;uur;µg/m³;20180813 03:00;20180813 04:00;45.773;8.055;10.217;23.488;56.448
NH3;uur;µg/m³;20180813 04:00;20180813 05:00;32.422;6.49;10.344;35.818;35.986
NH3;uur;µg/m³;20180813 05:00;20180813 06:00;22.224;5.806;12.166;38.75;30.83
NH3;uur;µg/m³;20180813 06:00;20180813 07:00;17.541;3.888;16.654;46.534;32.485
NH3;uur;µg/m³;20180813 07:00;20180813 08:00;16.671;9.512;14.678;36.45;25.073
NH3;uur;µg/m³;20180813 08:00;20180813 09:00;17.807;11.271;;16.777;20.529
NH3;uur;µg/m³;20180813 09:00;20180813 10:00;11.889;3.067;17.053;14.425;19.666
NH3;uur;µg/m³;20180813 10:00;20180813 11:00;13.92;9.92;;11.756;15.29
NH3;uur;µg/m³;20180813 11:00;20180813 12:00;15.73;2.317;14.501;9.126;14.724
NH3;uur;µg/m³;20180813 12:00;20180813 13:00;11.884;1.198;8.378;9.938;13.796
NH3;uur;µg/m³;20180813 13:00;20180813 14:00;8.006;1.284;4.702;3.933;14.725
NH3;uur;µg/m³;20180813 14:00;20180813 15:00;10.046;1.488;5.53;8.502;11.551
NH3;uur;µg/m³;20180813 15:00;20180813 16:00;20.506;1.489;4.171;9.115;9.408
NH3;uur;µg/m³;20180813 16:00;20180813 17:00;18.62;1.275;4.2;8.948;11.674
NH3;uur;µg/m³;20180813 17:00;20180813 18:00;11.129;1.544;4.879;8.249;12.562
NH3;uur;µg/m³;20180813 18:00;20180813 19:00;10.985;1.627;6.567;12.033;9.965
NH3;uur;µg/m³;20180813 19:00;20180813 20:00;17.725;1.503;3.876;10.973;10.161
NH3;uur;µg/m³;20180813 20:00;20180813 21:00;10.167;1.587;5.273;10.094;13.816
NH3;uur;µg/m³;20180813 21:00;20180813 22:00;17.752;1.483;;12.498;
NH3;uur;µg/m³;20180813 22:00;20180813 23:00;14.818;1.526;;21.131;
NH3;uur;µg/m³;20180813 23:00;20180814 00:00;14.138;1.484;;11.468;17.084
NH3;uur;µg/m³;20180814 00:00;20180814 01:00;16.956;1.441;;13.389;18.182
NH3;uur;µg/m³;20180814 01:00;20180814 02:00;13.555;1.218;;15.747;17.884
NH3;uur;µg/m³;20180814 02:00;20180814 03:00;12.092;1.192;;10.16;19.321
NH3;uur;µg/m³;20180814 03:00;20180814 04:00;11.713;1.002;;7.396;17.295
NH3;uur;µg/m³;20180814 04:00;20180814 05:00;11.139;0.944;;7.109;28.042
NH3;uur;µg/m³;20180814 05:00;20180814 06:00;9.369;1.013;;7.627;29.627
NH3;uur;µg/m³;20180814 06:00;20180814 07:00;15.163;0.953;2.718;9.657;27.085
NH3;uur;µg/m³;20180814 07:00;20180814 08:00;18.906;0.971;2.615;6.626;27.501
NH3;uur;µg/m³;20180814 08:00;20180814 09:00;;0.898;3.344;4.849;42.032
NH3;uur;µg/m³;20180814 09:00;20180814 10:00;;0.907;1.816;4.561;51.925
NH3;uur;µg/m³;20180814 10:00;20180814 11:00;15.684;0.941;1.836;5.671;53.663
NH3;uur;µg/m³;20180814 11:00;20180814 12:00;14.244;0.942;1.962;5.68;53.186
NH3;uur;µg/m³;20180814 12:00;20180814 13:00;15.059;0.969;1.869;6.487;53.283
NH3;uur;µg/m³;20180814 13:00;20180814 14:00;14.93;0.87;2.013;6.222;50.698
NH3;uur;µg/m³;20180814 14:00;20180814 15:00;15.853;0.913;2.793;6.041;55.919
NH3;uur;µg/m³;20180814 15:00;20180814 16:00;16.706;1.016;2.794;5.175;47.084
NH3;uur;µg/m³;20180814 16:00;20180814 17:00;19.543;1.673;3.029;4.595;35.751
NH3;uur;µg/m³;20180814 17:00;20180814 18:00;19.244;1.85;3.399;6.687;35.634
NH3;uur;µg/m³;20180814 18:00;20180814 19:00;18.843;2.119;4.061;8.291;20.864
